Text,Text_length,token_length
راني نعاود نتفرج في هادا رمضان أحسن من الرخس الفوحة تاع قنوات زيڨو  ,68,27
هذي لحلقة شحال بكاتني ولي بما هو كيفي يدير جم ,46,19
هادي غير فل ويلاية كون زت مجيت مغنية مرسى بن مهيدي هنين غزوات فلواعى والله ,75,29
هذا البرنامج توب تاع التوب شحال نحبو نفرح كي نلقى حلقة  هذا أنيس صح مليح بصح اللي كان معاك فالأول خير وين راه ,110,42
جمال اروح لعين مليلة خويا كاين موتور ,37,15
يا شباب خلونا نوصل بلال الف مشترك هه ,37,14
خويا Mister x الحصة نتاعك فور من كل النواحي صورة و صوت و ديكور و سيناريو و كل شيء لكن البنادم لي حطيتو في بلاصت عادل يلعب معاك مشكيتش الا تشوف الربح معاه الشعب كامل يكرهو وشبيك خو زعما جايبها في كامل الصوالح وفي هاذي غابتلك ياك نحيت عادل هذاك اوموا شوية عمش خير من اعمى بصح البنادم هذا خطأ لي درتو في بلاصتو كما سييت نقبل الفكاهة نتاعوا في عقلي مقدرتش  المهم نتمنى لك النجاح في الموسم القادم انشاء الله و مدابيك جيبنا و جوه كوميدية محبوبة عند الجماهير و  فتح المجال لبعض صناع المحتوى الجدد لي ناس تحبهم مثلا سفيان حومة مثلا zaki rb و غيرهم b courage ,550,202
ما شاء الله  ما شاء الله ,25,9
نهش شعرها معاه زقات وقالتلو أي ضريتني ماكفاكمش اللي درتوه فيا,61,28
امثالك فخرنا وامل بأن شبابنا شباب ما شاء الله عليه يارب ومن قلبي ادعو لك ولابناء بلدي الغالي اخوتي ادعو لكم بالتوفيق والنجاح والرقي ويا رب في العالي يرفرف علام بلادي بنجاحات أبناء الجزائر يا رب وفقهم وهون الصعاب لهم يا رب العالمين ,231,77
والله يعني كرعيك يمشو بسرعة نووية ,34,14
هه والله هذا وين شفت هذي حلقة فور فور بدموع والله غير صح تمثيل تمسخير كان تعيش اهدر على مسلسل احوال ناس ,104,35
يخدمو غير الطرافيك زيدو علمو الناس كتر ,39,16
الزيانيين والمرينيين ابناء عم من تلمسان وتقاتلو عليها مطولا حكم المرينيين فاس المغرب حاليا بعدما طردهم الزيانيين منها و الزيانيين حكمو تلمسان الجزائر حاليا وخاضو حروبا ضد بني عمهم المرينيين ,190,65
فيديو فور بصح وشنو هذي طريق انا وخفت ,37,16
   عندنا واحد جيران يحفظنا منهم وخلاص الحسد والحقد والسرقة ,59,23
 معلاباليش علاه نشوف المرا بلحية ,33,13
نعم في باكستان بلاد مهددة بالحرب من الهند في أي لحظة والدرون مسموحة وفي الجزائر ممنوعة  هنا تفهم علاش السياحة في الانعاش ,121,43
الله يبارك حبيبنا فيديو من أروع ما يكون عشنا معاك اللحظة  ممتعة للغاية  تبارك الله على ناس الجلفة و بالتوفيق في انتظار الحلقة الثالثة  كاش ما يخصك بخصوص تريسيتي للعتروس مرحبا بيك في القليعة ,190,64
بارك الله فيكما و جزاكما كل خير على هادا المحتوى الهادف و المفيد ,65,22
سامير قتلتنا بليدجينڨل بصح ڨاع نحبوك ,37,21
نحسكم جيتو من بلدان المتطورة وكي حبطتو الصحراء بلاد فقيرة ,58,26
 wjerkcy  هه وين ايكزاغت  انا بابا من تما بصح عايشة في دزاير  جنان تاعنا فالمالحة ,82,38
الفلم شباب بصح الام لي دارت ايطالية  معجبتنيش لان اللغة كارثة و الكلمات لفظهم خاطئ  لوكان حتى دارولها فورماسيون فالنطق الصحيح للكلمات ,134,50
اي واحد يشووف الفيديوهات تاعك يصبح الحلم تاعو يروح لامريكا ويتلقى بيك شكراا لك تساهل كل خير اخي  ,97,36
 auot Rani ntfrj fih ربي يشافي صويلح ,37,17
اكبر طابور ف العالم داروه في جيجل على السميد ,45,17
من اي ولاية في غرب انت اخي ,27,10
عندهم فايدة أكثر رحت مشيت في الشطه الماء كأنك في,48,18
رووعة ربي يحفظك إن شاء الله نت إنسان تبعث الأمل والطموح ,56,22
يالدولة خلونة نفرجو عاشور العاشر عيب عليكم حرمتونة من عاشور العاشر و نعرفو لفليشة وراهي ريحة ,93,35
افضل يوتوبر في الجزائر تستاهل كثر من مليون ابوني بالتوفيق جمال ,63,21
طهور إن شاء الله عمي صالح ,26,10
سمعتو الشيخ كي قال خيار لوبيا ,30,12
هه جبت الصيد من وذنو ياو متشابهين ياالفهايمي اللي طلعلي في الايموجي درتو شعب موسوس يا خويا يا خويا ,99,38
الوحيد لي يضحكني الباقي كامل خرطي ,34,16
ربي يحفضك جواد كي نشوفك مورال يطلع انسان ايجابي ديما ناشط ,58,22
كي تهدر معانا حنا في بداية ولا لخر تجي مستيكي وحالة حالة على كي تهدر معاهم هه آمالا اقلب لحالة ,95,34
نبيل عسلي و نسيم حدوش ثنائي ولا أروع يعطيهم الصحة ,50,21
والله احسن ممثل هو صالح اوقروت ربي يشيفيه ,42,17
والله عشت اللحظة تاع العرس معكم نسيت روحي قريب مابديت نزغرت هه ,63,27
ولد بلادك من الجزائر دعمني ب اشتراك مراك خاسر والو يولد بلادك متلعبهاش مشفتش كومنتار ندعليك الله ينجحك في حياتك ,112,47
خبيب ربي يوفقك ويكون معاك انا من أككبر معجبينك ,47,22
هاعاونوني بابوني ولاد بلادي كي ماطلعونيش تنوما شكون يطلعني ,59,23
والله انت ا بلال شباب وحلو وبدون مجاملة مافهمتش وبن شافو البشاعة ,65,27
انا مانشكنش للفلسطنيين بلادي وبس هما ما يسمعوش بينا اصلا ,57,23
فيديوهاتك ولا اروع كل يوم نتفرج فيديوا جديد ,44,16
الدنيا هانيا والبط يعوم هه عندنا مثل ماشي مليح شويا ,52,19
علي لخبار تاع الروقار يا صحافة الععار ,38,14
ويي خووتيي شابيباا صافاا فتيتة صحاا فطوركم مادابيكم ديرو موضوع على الكتب و الأدب وداك الشيو تاني موضوع تاع أنيميو الكرتون وداك الشي والحيوانات تاني هه والفوتوغرافينموت على التصوير خوتي أيا تهلو تهلو هه يعطيكم الصحة وربي يبارك فيكم خوتي ,236,85
بصح لقطة تع لقمان تع الكاس كي دور صبعو على كاس ,47,21
   نشاء الله مذابينامام انا عندي الباك نشاء الله نجيبوه  ,57,23
يا سمير جاتك بيزار كي حسبو الدراهم وجوزو الوقت كامل فيه ماشفتش العرس تاع حميد حضرناه كامل وهوما يشطحوالحلقة ضاعت فيه ,117,43
ممكن توضيح لو سمحت حابة مشروع صغير اخويا محتاجة خدمة حبيت ندير مشروع وماعرفتش ,78,28
هذا لي يدير على راي النسا يدخل في حيط ,38,17
شكرا خويا جمال على الفيديوهات الممتعة وننتظر كل جديد ,53,19
سلسلة واعرة بزاف وشابة نشالله نفوتو رمضان بصحة ,47,19
Well done khona djawed رجعنا سلسلة الحياة في امريكا بزاف خلوي ,62,20
العين حق بصح ياخويا كي يطلق معاك واحد والله عمرك زدت صبت صحتك ,62,26
نحن كذالك عندنا سعره غالي جدا وخاصة الذكور لاستعمالها فحول للماعز ,66,26
عطيك الصحة خونا وشرفتنا بالزيارة وتحياتنا للشعب الجزائري الشقيق ,64,24
ياطيك صحة يا سمير راك جايبها فور كان تزيد ترجعلنا كريمو برك و تنحينا الحراشي ,77,34
اللهم صل وسلم على سيدنا وحبيبنا و طبيب قلوبنا و شفيعنا محمد و على آله وصحبه وسلم تسليما ,88,31
أحسن من كل الموظفين لي معايا بصح مقدرتش نستقيل لأني,51,20
لله يبارك فيك يا اخي العزيز ,28,11
Zaki Belhadj و الله مؤسف تلقا يوتيوبر ما يعمل في شي كان تفاهة و مقالب و عندهم مليون و زوزو ثلاثة ملاين و واحد يعمل فيديوات سمحة و متعوب عليهم ما عندوش حتى نصفهم ,161,55
فيديو رائع مذهل بصح تخص الترجمة بالإنجليزية من أجل السياحة الخارجية ياجمال ,75,24
السلام عليكم خوي جواد والله توحشتك ,35,13
نصيحة تاع الغىبة بلاك تبني عايلة في الغربة خاطىرش راك راح تحصل في غربتين تقعد معلق ما نقدر نولي للبلد نهار تكبر لانك ولادك صبحو اروبين وخسرت كلش و الاملاك لي درتهم في لبلاد يستفادو منهم ناس وحدوخرين ,199,80
شانقلك خويا خبيب راك زورتنا بلا مانودو مبلستنا ربي يحفضك زدنا شويا زيارات هام كيما تقول انت شكماو شكماو شكماوهه ,112,48
شكون لي راهو يشوف فيه في يخبطنا بجام و الله يرحمك يا نوري ,58,25
ربي يرحمو ويجعل مثواه الجنه وربي يشفيه  ,40,18
روعة ماشاء الله نحن نستمتع معك ,31,12
اسمحيلي بصح احوال ناس فوور وديدين كان قمة فتمثيل ,49,21
هل المئة و الستة و الثمانون الذين وضعوا عدم الإعجاب هل هم خرلمانيينا أم مجانينا أم مزاطيلا بئس الفاسقينا المارقينا ,115,45
و الله غير عالمي ربي يبارك يعطيك الصحة خويا جمال عند شعب يفهم هذا الفيديو على الأقل يكون فيه  ملاين بصح ماعليش فيها خير ان شاء الله,131,42
سطيف القط يعني الكبش الصغير ألف دينار جزائري ,45,17
_نوم عميق و من دون مهدئات,25,12
هيشام خويا درنا جديد نتا وبوك خويا ,35,16
الله يبارك ربي يحفظك نحبك بزيف اخواك من سوريا ,46,19
شكون راه يتفرج فيه مور العيد بين روحو بجام ,43,16
 qxcr  hh الله يغفرلك وانت هدرتك واش انسموها ,45,23
لاحظت مقال هدرت قدام لا خويا لا صاحبي لا ولد عمي  ,50,21
يا مذوب النار والحديد مقدرة عليك تنساني,39,13
والله يستاهل كل خير لكن للأسف التدعيم والاشتراك يمدوه للناس لي تجياح ,69,28
وانت اول وحدة تشكر جزائري انوثتي ,33,14
بسكرة اول حضارة فالجزائر كامل وتزخر بالعلماء والثقافة العربية و الأمازيغية خاصة وانا أمازيغي شاوي من بسكرة عشت فالعاصمة ,120,41
وكإجابة على سؤالك نعم يجب علينا إعادة النظر في التكنولوجيا ,59,18
ماشاء الله الجزائر حلوة حتى بالغابات ,37,11
مراد أنا نحب نشوف الفيديو تاعك بزاف,35,12
كبروزه واوو روعه روحنا كامبينا فيها تحفه ,41,16
الناموس هو حيوان  و لا حشرة  إجابتك غالطة ,42,21
كي كان العتروس يتخبط في الحفر اوجعني قلبي ,42,18
هذه هي الحياه هك تمشي ما تقوليش علاش هي هكا هي مخدومه هكا لهذا ايماجيني انت Au lieu حنا عندنا طاقه معينه في اليوم اوكي كيما السياره ديرلها ليسونس تمشي بك مسافه معينه و كان تزيدي,177,62
صحا رمضانك اخي جواد والعاءلة ربي يحفضك ,39,17
ما نيش عارف بصح اني حاس قادة كان عيان اليوم ,44,18
انا دغول انا ماعندي حاجة والله غي دغول جوسوي دغولوغ يااخويا يااخوياا ,69,31
هارب عليه بزاف ابن بطوطة كيصور وجهو و الماكلة بزيادة ,53,22
آسف خبيب الشعب راه مشغول ب وردة شاغلومونتي و اخواتها ,53,22
جزاك الله خيرا و ربي يقدرك على فعل الخير ,41,17
الله يرحمني كنت ناس ملاح  المهم انا مازال ماتفرجت حتى حلقة من مسلسل يما من لي بدا الموسم الاول الى يومنا و مايشرفنيش نشوفو بعد ماشفت حلقتكم ليوم ربي يحفظكم ,156,55
ايي فوزي خويا روعة ربي يحفضكم ,30,16
 ربي يكون في عون جميع النساء والأمهات ,38,13
ياخو بلاك من الصليب تاع الصورة وشكرا على محتواك النضيف ,55,21
يا جواد يبيعو ديور او فيلات اوكازيو فى هاذ المارشى  ,52,23
يويو يو يما فرحت وقتاش تحب ياوليدي قلتلها من بعد نقولك,54,23
الله يرحمك يا النوري خليتنا فراغ كبير ,38,15
لا تقل ماليس لك به علم ربما يحاسبك الله على هذه الفتوى العجيبة ,63,22
والله العظيم زرت كتير من بلدان العالم بس متل الجزائر ما في بيئولو تركيا والله ما تنحب شعبها كتير متكبر و شايف حالو الفرنسيبن شعب ما بينطاق  الجزائريين طيبين كتير بس ضروري ما تعصبو والا ما عاد يروق ,197,68
ماشاء الله ربي يجازيهم جعلها الله في ميزان حسناتكم ,51,20
انسان خلوق حيوي ايجاي بكل الموصفات الجميلة اصفك الله يعطيك متتمناه وانا راني معاك شكرا جواد صاحبي ,98,40
أنا كي ندخل لطوالات حاشاكم نتفكر بزاف حوايج بصح كي نخرج من ثمى ننسى كلش ,72,34
ربي يشفي صويلح و يرجع للشاشة عن قريب ,37,15
Dadycool bony m نتا اللي ناقصاتك الروح الكوميدية لان هذا فيديو تاع ضحك تاع واحد الصحفي كتب فاليوتيوب why are you gay تخرجلك لكن الله غالب الشعب مبلع فعقله ,155,51
الله يحفضكم ربي يخليكم فيدوهات مشاء الله معلومات مفيد ربي يوفقكم ونتمناولكم النجاح الكبير ,90,33
عيدكم مبارك جواد خويا الله يكثر من أمثالك عيدكم مبارك بالفرح و السرور و الله أنت شرف الجزائريين بارك الله فيك و الله لفيديو هذا غير من تفكيري تماما بارك الله فيك كلمة شكر لا تكفي أعدتني إلى نفسي القديمة أحبكم في الله أتمنى لك التوفيق في مجال فعل الخيرات و أن يفتح عليك كل خير آمين ,281,95
هذه المحتويات التي لازم ان تبث في قنواتنا التلفزيونية لتثقيف ابناءنا ,69,27
ربي يجازيك وكل المحسنين إن شاء الله ,36,13
ما شاء الله  اللهم زدكم من فضله ,32,13
خراي حتى في زوم  و ميعرفش يمثل رغيس والله غير خراي ,51,24
قليل لي راهوا يتفرج فيه في ,27,11
بلاصة شابة بزااف صح انا عشت تم في البلج خلوي تنوض مع الصباح تسمع غير الموجات و مقابلتي روشي روعة ,97,36
خخ قالها تلعبي غيم علابهلك هديك شدير الي يدرو ودنين ثعلب تاع برنو خخ ,69,31
هه بردتولي قلبي فنانين تاع الصح براافو هاو الفن تاع الصح مدرسة فالتمثيل ,72,27
اي محرك راك مطلعلو اخي جمال ,28,12
والله غير هاذي هي الحقيقة هه ,29,12
بدل صتيل تاع شومبرا تاعك ديره تاع مريولين شويا ضو شويا موسيقى ,62,28
اوو اوخيرا مادابيك تولي درنا كل جمعه كيما كنت من قبل ,53,21
اليوم باقي يومين للعيد كل يوم نقول نعمر هاذ form وننسا الله غالب خاوتي رانا مع ال gateau  المهم القرايه ما خلاتناش نعيشو غايه ربي يعاونكم خاوتي و صحا عيدكم تعيدو وتزيدو نتلاقاو ان شاء الله السمانه الجايه,203,78
يجب إضافة وسائل دفع أخرى كالبنوك الجزائرية أو ccp ,50,17
ربي يرحمك يا النوري ويوسع عليك و تكون من أهل الجنة يا رب ,57,21
عندي بحث ورجعت نلقط عليكم معلومات ,34,13
لقطة شابة كي قاله هذا حطب ماشي تع عيد هه ,41,17
فيديو فيه  دقيقة برك  ,22,10
انا كي نقلك Hichem dn واش راح دير فيها ,39,16
لاإله إلا الله محمد رسول الله صلى الله عليه وسلم ,49,14
ياايي الحراشي يسود حلايسك نموت عليك ههخخ سيرتو مين قلدت محمد خساني اقسم بالله العظيم تقول هو لي يهدر  ,102,40
سبحان الله نفس الفيديو تقريبا لي دارو كاسوما و استر kasoest ,60,19
نكره النخل والتمر ونحب السخانه والزمر هه نبيل ضربه فالكوميديا الارتجالية ,73,28
حبيبي نت كبرت غير أرى شويا خوك يوسف القبة من لندن ,50,22
ربي يرحم الفنان بلاحة و كل المسلمين خلا بلاصتو ,47,17
لا تكن غبيا هم لا يعبدون النار هي مجرد طقس هم يعبدون ربا واحدا قول أنهم يعبدون النار كقول أن المسلمين يعبدون الكعبة ,116,45
اما شاء الله ربي يحفظها و اهلها من العين ,41,15
باين كي ما ريبونداتش عليكم خسرت الباك ,38,16
يارب اتوسل إليك بحق إسمك الاعظم ان ترزق صاحب اليد التي ستـدعـمـني فرحه يسجد لها باكيا ورزقا لا ينتهي وتوفيق لا نهايه وتحقيق جميع الاماني يارب  ,143,55
ياناس واش معناها تكاكيت قالتها عبلة لباباها ,44,18
MAd girl ولا تحسبن الله غافلا عما يفعله الظالمون للتصحيح فقط ,61,26
الله يرحم الممثل القدير النوري اللهم أرحمه و غفر له و جعله من أهل الجنة يارب العالمين ,86,30
مع أنك مهبوول خوي جوواد عندك إيمان قوي ماشاء الله فلوق هاايل كيما عودتنا ربي يحفظك ,83,35
جبتو تاع طراب كينق وموؤاها تاع ديدين لي يسمع راب يفهم ,54,27
مشا لازم تكون جايح وسامط باش تدير اسم لروحك ,44,18
شكون فاتت عليه  دقيقة كي شغل دقيقة و الله تدخل فالقلب خويا جوااد ,65,23
جاتك سهلة هه معظم الناس تشتكي من لهجتنا يقولو لهجة صعبة ,56,23
بارك الله فيك على المحتوى بحاجة إلى رابط ضيف الحلقة من فضلك ,60,19
برك الله فيك خويا جواد كاين ناس بزاف ستفادو منك من مغمرت توعك الله يحفضك ,73,31
الخبطة تع الموسيقى التصويرية وحدهاا تقتلل ,42,19
فيديو شباب بصح خاصك تبدل شوية ,30,13
صحراىئ الجزائر من أروع الصحاري في العالم مناضر خلابة تقشعر لها الابدان تحياتي من المغرب ,88,29
خبيب لو قرأت تعليقي ضع لايك وانتم كذالك بلييز ,46,21
في هذا الحلقة كرهت رزان مرڨتها بزاف بتارى ,42,17
ڨعرني بالضحك قالو كاين  حبة كاوكاو و محسوبين هه ,48,25
شحاال تاففه مافهمتش كيفاه يتفرجوك و يحبوك بفف و زيد المشكل مانفهمش وش تهدر ,75,35
   المعلومة الثانية علي الكنيسة بناتها مارقريت ماشي لي تحميهم العذراء بل لان مناء الجزائر أكبر ميناء و كانت دولة مسلمة لو تلاحظ ان البناءالفرنسي مبني مقابل الواجهة البحرية و notre damme مبنية فالأعلي و لم تكن الطائرات انذاك فكل من يأتي من البحر يلاحظ البناء و الكنيسة مباشرة فيقول ان هذا البلد فرنسي و ليس مسلم من سياسة التبشير و اسم الكارديناال لافيجري و سمي عليه حي فالحراش و ملعب الحراش تم بعد الإستقلال سميت المحمدية خو و ربي يحفظك و نشكروك نتا كي زرتنا و علي فديوهاتك القيمة ,480,170
راسي فندق كونكورد هدا مليح ادخل حطهء فتدق الشمس,47,21
سلام خويا معليش تعطيلي اسم الاغنية نتاع الراب لي سمعتلنا مقطع منها مارسي ,73,29
الله يبارك دخلت إليها وكانت حريصة ان تكون اول من يكرمك بالضيافة ,64,23
تحياتي من شلف شلفاوية تيهارتية وطوارقية وبرجيةتسمسيلتية ,56,28
من أروع الأعمال الكومديا الجزائرية والله كنا ملمومين انا و ولادي دورك كل واحد وين راح كان رمضان يجوز هايل المهم ما يو م غير وجه ربي العزيز الله يرحم لي ماتو ويشفي جميع مرضى وطول عمر الحيين   ,191,61
نجمة تاعنا هي كي راكم مقنوطين والله ,36,15
   نو جزاىريين غالبية يتكلموا عربية باستثناء ولايتين نو وحنا منحبوش نتزوجوا بيكم لا عاداتنا تشبهكم و لاشيء احنا تلمسان اندلسية عربية منشبهولكم متشبهولنا بعدونا و خلي الاحترام بنا و متخافش احنا مندوش من عند قبايل و لا امازيغ نتزوجوا بعضنا بعض و لا من الترك و لا الشام املا روح بعنصريتك بعيد و خليت اروبيين ليك معندنا منديروا بيهم ,329,128
واخيرا شفنا حاجة تفرح احسن مسلسل جزايري شفتو في حياتي ,54,21
كيفاش يديرو فيديو في اليوتيوب أنا راني ابوني عندك ,50,17
أروع عمل والله كلش بالحساب بن عفريت و السيت هه ,47,19
يعطيك الصحة ميستر اكس طوب كالعادة مرات كي نكون نتفرج نلاحظ عفايس مبعد تجي تا تحكي عليهم ,88,32
والله الفلوڨات نتاوعك أخي جواد يتمنى المشاهد أنها ماتكملش رائع ,63,26
مين كان يقرأ في فرونسي سخيبو يتعلم في لهدرا ,44,19
هه بعد عام راني عاودت وليت ليها ,32,14
شكون يدير شاام في نفس الوقت ,28,11
   وش اللقب و ذرك نمسحوا المساج ادا حبيتي ,42,21
مكان جميل و خاصت انه  ,22,8
وقليل لي راه يتفرج فيه في ,26,10
افضل سلسلة ماتنساوش برك القناة تع الكوميديا الاولى وصحا فطوركم وصحا صحوركم ,75,30
بصح شكون هذا دحمانوس لي راهم يقودو لو ,38,18
أنا نقرا السنة الخامسة وقرينا نص على البليسلين ,47,18
حلقة تهبل بصح فتالي تقسم القلب الله يرحمك يا نوري ,50,21
الف مبروك للأمة الجزائرية من المغرب,35,11
تابعو صفختي على فايسبوك The American dz ,40,15
هايل القديم خيرمن الجديد فيف صويلح ,35,14
يا الخاوة واش اخبار التشيني vive aircooled ,43,14
من جد وجد و من زرع حصد ايا شباب شجعو وديرو كيفو ,48,21
التسويق الالكتروني في الانستقرام هل لازم سجل تجاري ,51,17
صح راني شافية مليح على الفيديو تاع البودينڨ بالخبز البايت انا من هذاك الفيديو عرفت بلي راك رايح تطور وتنجح وتروح بعيد ما شاء الله ,130,47
رسالة للاخ هشام نعرف واحد انسان طيب ومخلص راه غارق في الديون ,61,20
ماشاء الله تواضع في القمة ربي يحفضك الى الامام ,47,18
مول اكسنت كلونديستاا في عينييه غاضته كي حكمتوه ,47,21
   انا وش دخلني فيه داير الحقن ولا لالا هوا حر في حياتو انا نعرفو ناس ملاح ماشفت منو حتا حاجة عيانة ,100,39
والله ربي يخليك أختي والله يوفقك في إمتحانك بارك الله فيك على وقتك ,67,30
لأم بوستيشة وهي تنهاه بقلب الأم الحنون,38,16
ليك ليك ياجورة الكعبة كيفاه كان ,32,12
استغفر الله العظيم واتوب اليه  ,31,11
المهم حبست الفيديو عند الدقيقة  المرطبان  و ما نكملهش حتى مور آذان المغرب ما قديتش ما قديتش نكمل المهم غير كونك هاني راني درتلك جام حتى قبل ما نشاهد الفيديو,156,53
Cest tout à fait vrai moi heureusement que je me suis marié avec un homme qui aime les voyages وهو إلي حوس بيا sinon avant toute était interdit ,144,35
الماء حشاك يصب فيه الزيڤو حشاكم  ,33,17
مرحبا بيك في بلادي تلمسان همة و شان ايا التلمسانيين شوالا بينو رواحكم انا ابي تلمساني و امي وجدية مغرابية  ,107,45
مع اللخر شبعوك سقله مش مساج ,28,13
ماذا تعني لك الحياة في أمريكا ,30,11
   العاصمة طرابلس ومدينة زوارة الأمازيغية الساحلية ومدينة صبراتة السياحية ومدينة المرج في المنطقة الشرقية ومنطقة رأس الهلال في الشرق أيضا والمدن الأثرية كالبدة وشحات ,166,58
 نتفرج فيه ربي يرفد الوباء يارب,31,14
عطيتني دافع قوي جواد خويا ربي يوفقك ,36,20
نتوما ثاني الحلقة الأخيرة بفف تعيو أقسم بالله مفهمتش واقيل رمضان ف الجزائر يخلاص ف  غدوة إنشاء الله العيد هذي مدة والمسلسلات كامل يخلاصو ف ريعة وعشرين خمسة وعشرين لعرب قاع نورمال غير حنا بفف ,191,66
انت الي شكرا لك خويا من جد يجب إعادة النظر في طرق استخدماتنا للتكنولوجيامتابعتك مغربيه مقيمة بالسعوديه ,103,33
ربي يوفقك وليد بلادي راك مشرفنا ,32,15
خبيب أخوك من مدينة العلمة ولاية سطيف السلام عليكم ,50,16
ربي يرحمو ويرحم جميع موتى المسلمين ,35,13
جواد والله غي نعم الأخلاق مشاء الله ربي يجازيك على كل خير إن شاء الله إستمر_ ,77,29
قعرتني بالضحك نتاع what mate ndabzou  ,38,16
جمال كمل راني معاك نعطيلك ربع ملاين ,36,18
كل منتوجاتهم محليه و تصنع يوميا في حقولهم و بيوتهم و يعيشون افضل منا حياة و هواء نقي غير ملوث و يبتعدون عن فصيلتنا و يقولون اننا ملوثون و هم على حق و الله على حق لا ياكلون ما لا يصنعون لا خير في امة تأكل ما لا تصنع حنا كنعيشو غي باشياء لا نعرف مصدرها او مكوناتها هما نسائهم في المطبخ يوميا و الرجال و الاطفال في الحقول المرئه تقوم في الصباح الباكر تطهي و تعجن الفطائر و يصنعون احلويات و المربى من الفواكه التي يزرعون و الحليب و الجبن كل شيء يصنعونه النجاره الحياكه وروو و انت تقول لا يعرفون الحضاره هم لا يريدون الحضاره المضرة  ,528,186
بارك الله فيكم وجزاكم الله خيرا ,32,12
حفروا حفرة كبيرة و شعلوا فيها النار وقالو لنساهم كل وحدة فيكم تنقز فوق الحفرة سبع مرات,86,33
راك عجبتهم اتوله منهم يا خبيب ليس كل ضحكة صادقة ,48,19
السلام عليكم اخي جواد اعطاك الله على حساب قلبك هدا مجالك تحب الخير ,67,22
مولاي انا في رأيي بلع آ لحركي,29,13
 حلقة تع ليوم قع روحها ,23,11
اللهم ارحمه برحمتك الواسعة و ادخله الجنة ,41,20
نريد قصص رعب بأسرع وقت ممكن مين معي ,36,15
مم خليني مني المرزاق الشمباتي راك تفكرني في تونس هه  ,53,23
شلڨتها في تاع مسح الحذاء  رغم أنك قدمتها لنا بحسن نية و تشجيع على العمل بأي طريقة  إلا أنك شلڨتها مرة أخرى ,107,43
مرحبا بيك في اي وقت اخي  ,25,10
البداية تع الحلقة تضحك اكثر مالمسلسل كامل,41,15
رمضان ولیت نشوفو مکاش واش نتفرجوا کلش جایح هذا العام ,53,21
ربي يبارك فيك جمال خويا انا عدي من باتنة من عشاق محمحد جمال طالب ,65,23
لي يعرف علاش يمدوا عصير الطماطم فالطيارة يجاوبني ,49,21
اودي سيتكوم لمخير ف هذ رمضان هه,31,13
والله اكاد اجزم ان ارضنا تفوح منها رائحة الاسلام طبيعيا علابالك ياجمال والله غير دخلت معاكم في هاد الفيديو الى نواة الصخور بارك الله فيكم ,138,46
نحن ننتظرك بفارغ الصبر كان فديو جد رائع وجميل رمضان كريم بتوفيق يا ابن الجزائر ,79,30
عندنا خمسة ايام ملي دينا الكأس ومازال لحمي يشوك تحيا الجزائر ,61,22
التراكا يعبدو المال و يحبو مال البراني ,39,15
اقسم بالله غير اعقل تحليل للواقع شفتو عندك الف حق ,50,17
شكون راه يتفرج كيما انا في ,27,11
شيء جميل و مشرف بارك الله فيكم بالتوفيق ,40,14
تعجبني اللقطة الي يقيس روحه لقمان هه هه ,40,19
متستسلمش برك هاذي هي حلاوة الدنيا ,34,15
جواد خويا خصنا فيديوهات جديد مشورك موفق ونشاء الله ,51,17
كنت ندير حسابات الغرف والمطاعم في الأول كان معايا واحد,54,17
يخو خصني واحد كيما هكدا الله يسترك ,35,16
لي أن أستمتع لأني في المكان المناسب مع الشخص المناسب,52,17
شوف رودي تا سكيلز كاش ماتدي افكار للعتروس ,42,18
تحية للمخرج جعفر قاسم على هذه التحفة الفنية خاصتا هذه الحلقة ,61,19
عيدك مبارك أخي جواد ونحب نتفرج في vlogانتاوعك واصل راك تمتعنا معاك اخوك عزيز من الجزائر ولاية الجلفة ,101,38
ربي يطول في عمرو ان شاء الله ,29,11
اهبط يا هيتش يرحم باباك وين تعرف المرى ,39,16
والله ياجمال نفتخر انك جزاىري ربي يبارك فيك خيرة ملقنوات تاع شكوبي ميعفرفو يواسو والو ,86,38
 دمرتنا تدمير لم يدمره احد في زمان المدميرين ,45,17
فهمت علاه ترك باسكو سيناريو مقتبص من مسلسلات تركية ,51,23
جام لي شاف الفيديو قبل مليون مشاهدة ,36,10
فاللهم فرحة يعجز القلب عن وصفها ,32,13
اووه يهدر بالفخونسي شحاال مثقف يا خويا يا خوياا  ,49,23
أخويا محمد ماعودتناش كيما هاك نورمالمو كل جمعة فيديو جديد ,58,23
إن شاء الله جزء رابع جميل ,26,9
نوال ايمان عرفتك مالصوت و هنا تثبت نظرية لي صوتها شباب ماشي شابة بصح ايمان نوال تبارك الله صوت و صورة ماشي كيما فريدة ,118,41
سلام جواد هل شتريت تكوين باش تتعلم تبيع في امازون FBA ,54,23
لحاب يجي لبسكرة مرحبا بيه سكرة ,31,13
ربي يرحم النوري ويوسع عليه ويجعلو من أهل الجنة ,47,18
امين نتي وختي ان شاء الله ,26,11
حسبتلي هذا العام مكانش حالا شحال نحب زوم ,41,17
لا أريد أن أكون متشائم لكن في الجزائر ليس المشكل في إمكانية النجاح أو لا بل في الوقت الذي يتطلبه النجاح في هذا البلد فعلى الأغلب أنك تشيخ لكي تقترب فقط من تحقيق حلمك ,166,57
نت لي راح ترفعلنا راسنا خويا ,29,13
من أروع الأعمال الفنية ذات الرسالة الهادفة ,43,14
