id,Arabic,English,pred_ar,pred_en,chrf_en_to_ar,chrf_ar_to_en
16574,أحمد المجهول,The unknown Ahmed,ٱلإحتمال,100% Unknown,8.388124232501022,21.281808111766207
36113,اليوم، ما راكش تفقد غير بن زيمة برك، راك تعطي أدوار جديدة لرودريغو وفينيسيوس، لي في رأيي، فشلو فيها تماماً. بالاك تقول لي، 'بصح ماركينا على مانشستر،' ولا 'ماركينا خمسة على ميلان.',"Today, you're not just missing Benzema, you're also giving new roles to Rodrygo and Vinicius, which in my opinion, they completely failed at. You might tell me, 'But we scored against Manchester,' or 'We scored five against Milan.'",ڨاع اليوم، ماشي غير راكم ناقصين بنزيما، راكم ثاني تعطيوا أدوار جديدة لروبرت ونيفيز، اللي في رأيي، فشلو فيها كامل. تقدر تقول لي، 'صح رانا ماركينا ضد مانشستر'، ولا 'ماركينا خمسة ضد ميلان'.,"10 days ago, you weren't just missing Benzema, you were giving new roles to Rodrygo and Vinicius, who, in my opinion, completely failed. You might tell me, 'But we scored against Manchester,' or 'We scored five against Milan.'",47.63089203455079,81.01742949384774
20588,يا جماعة، عمري ما رحت للحلاق في حياتي، ولا حبست نروح للحلاق من 20 ولا 21 سنة خاطر تولدت في السعودية. أول مرة حلقت، رحت لحلاق هندي وطلبت منه حلاقة عماد متعب. خربلي شعري كامل، قلتله هادي ماشي حلاقة عماد متعب. بدا يوريني تصاور عماد متعب في العمرة. من داك الوقت، حبست نروح للحلاق كامل. اليوم أول مرة رحت للحلاق، وهاد هو شكلي دروك. ما نعرفش إذا راكم تشوفوني ديما هكذا، إذا وذني كانوا ديما هكذا، ولا هاد الشي جديد. نتمنى حليب ما يجاوبش، غير مالك اللي لازم يعاوني في هاد المشكل، شكرا. استنى، خليني نشرح، كيفاش كنت تحلق مؤخرا؟ عمري ما شفت وذنيك هكذا من قبل. إيه، بالاك وحدة منهم، لا، ما رانيش نحاول نتمسخر بحد، بصح راك عايش غير باش تقول بلي هاد الودن تبان هكذا والأخرى هكذا؟ صراحة، ما كاين حتى فرق. بالاك راح لحلاق قاله 'خليها عليا، نصلحها'، وفعلا صلحها. بصح صراحة، هادي هي حقيقتك، هادو هما وذنيك، وما كاين والو نقدروا نديروه. إذا صبرت الفترة اللي فاتت، خليها تفوت. باين بلي كاين خدمة دارت هنا. راك تبان كيما الشرنوبي دروك. لازم تروح تشوف طبيب تاع مواعدة، أوكي؟ شوف واش هي استراتيجيته، ابدا تبع خطته حتى تلحق للكمال. ما عجبكش اقتراحي؟ لا، بصح إيه، كاين شعر، إيه كاين شعر. راح يروح للطبيب ويقول 'كاين شعر'. عليم ومالك، واش راكم؟,"Alright, everyone, I've never been to a barber in my life, or I stopped going to barbers about 20 or 21 years ago because I was born in Saudi Arabia. The first time I got a haircut, I went to an Indian barber and asked him for an Emad Meteb haircut. He ruined my hair completely, so I told him this isn't an Emad Meteb haircut. He started showing me pictures of Emad Meteb during Umrah. Since then, I stopped going to barbers altogether. Today was the first time I went to a barber, and this is what I look like now. I don't know if you all always see me like this, if my ears always looked like this, or if this is something new. I hope Halib doesn't respond—only Malek should help with this problem, thank you. Hold on, let me explain—how did you use to get haircuts recently? I've never seen my ears like this before. Yeah, maybe one of them—no, I'm not trying to make fun of anyone, but are you just living to point out that this ear looks like that and the other looks like this? Honestly, there’s really no difference. He probably went to a barber who said, 'Leave it to me, I'll fix it,' and he actually did. But honestly, this is your reality—these are your ears, and there's nothing we can do. If you've endured the last period, just let it pass. It's obvious there’s been some work done here. You look exactly like Shernooby now. You need to go see a dating doctor, okay? See what his strategy is, start following his plan until you reach perfection. You don't like my suggestion? No, but yes, there’s hair, yes, there’s hair. He’ll go to the doctor and say, 'There’s hair.' Aleem and Malek, how are you?",ڨاع، يا جماعة، عمري ما رحت لصالون الحلاقة في حياتي، ولا حبست نروح للحلاقين من 20 ولا 21 سنة خاطر أنا مولود في السعودية. أول مرة درت حلاقة، رحت لحلاق هندي وطلبتو حلاقة إمداد متعب. فسدلي شعري كامل، قلتلو هادي ماشي حلاقة إمداد متعب. بدا يوريلها صوالح تاع إمداد متعب في العمرة. من داك الوقت، حبست نروح للحلاقين كاع. اليوم كانت أول,"<em>Hey guys, I've never gone to a barber in my life, and I've stopped going to a barber for 20 or 21 years because I was born in Saudi Arabia. The first time I got a haircut, I went to a barber and asked him for Amad Metwally's haircut. He ruined my whole hair, so I told him it's not Amad Metwally's haircut. He started showing me pictures of Amad Metwally during Hajj. Since then, I've completely stopped going to a barber. Today, it's the first time I",23.266909131132515,24.741312900710934
6245,أما بخصوص بيتو غروت القاتل في الدقيقة 72، خلاص كمل قصة ملعب كرافن كوتيج كامل. يعجبني أسلوب فولهام، وماركو سيلفا — يعجبني المشروع اللي راهم دايرين. إيه، راهم في المركز 12 في الدوري الإنجليزي، بصح يلعبوا مليح قدام الفرق الكبيرة. قدروا يخلونا نخسروا نقاط ضد أرسنال في ملعبهم هاد الموسم.,"As for Grot's killer goal in the 72nd minute, it completely ended the Griffin Cottage stadium story. I like Fulham’s style, and Marco Silva—I like the project they have. Yes, they are in 12th place in the English Premier League, but they do well against the big teams. They managed to make us lose points to Arsenal at their stadium this season.",ڨاع على الهدف القاتل تاع غروت في الدقيقة 72، خلاص قصة ملعب غريفن كوتج. يعجبني الستايل تاع فولهام، وماركو سيلفا - يعجبني المشروع تاعهم. إيه، راهم في المرتبة 12 في الدوري الإنجليزي الممتاز، بصح راهم يديروا في أداء مليح ضد الفرق الكبيرة. قدروا يخلونا نخسرو نقاط ضد أرسنال في ملعبهم هاد الموسم.,"12th place in the English Premier League, but they're playing well against the big teams. They managed to make us lose points against Arsenal at their ground this season.",63.196096498893525,44.4539086717189
35009,اليوم، المورسي يرجع لكم.,"Today, El Morsi returns to you.",ڨاع اليوم، المورسي يرجع ليك.,"2024, the Morsi returns to you.",77.48223953119823,66.33062046649002
14317,طبعاً، كنت نمشي في الزنقة، هاني مهني في روحي، وما علبالي بحتى حاجة كاع.,"Of course, I was walking down the street, minding my own business, not paying attention to anything at all.",ڨاع، كنت نمشي في الزنقة، نخدم في روحي، ما راني مهتم بحتى حاجة كامل.,"Of course, I was walking down the street, completely oblivious to everything.",53.455025821537674,48.1080524622329
3147,كاين حاجة ماشي مليحة,Something is wrong,ڨاع حاجة ماشي مليحة,<em>There's something wrong</em>,73.24228642952932,36.23623869716964
15449,كنت نقدر نبد وحدي لزوج أسباب: أولاً، راني نحس بلي ما راكش محتاج كاش فلو تاع حتى واحد، وتقول 2019 - ماكش طفل زاد كبير، لازم تكتسب خبرة وتكبر قبل ما تكون واجد للنمو الكامل، خاطرش أي ضخ تاخذه دروك، راح تخلصه من بعد، وماكش محتاجه صح.,"I could start on my own for two reasons: first, I think you don’t need anyone’s cash flow, and you’re saying 2019—no child is born grown up, so you have to gain experience and mature before you’re ready for full growth, because any injection you take now, you’ll pay for later, and you don’t really need it.",ڨدر نبدأ وحدي لسببين: الأول، نظن بلي ما تحتاجش دراهم واحد آخر، وراك تقول 2019 - ما كاينش طفل يولد كبير، لازم تكتسب خبرة وتكبر قبل ما تكون واجد للنمو الكامل، خاطر أي حقنة تديها دروك، راح تخلصها من بعد، وما تحتاجهاش صح.,"1. I could start alone for two reasons: First, I feel you don't need any money from anyone, and you say 2019—you're not a grown-up kid, you need to gain experience and grow before being ready for full growth, because any injection you take now, you'll finish later, and you don't really need it.",53.169770251381124,59.32638471908482
49125,الواحد يحاول يتجاهل ويغمض عينيه على بزاف حوايج صاريين في حياتو غير خاطر راه يأمل بلي الأمور تتحسن وحياتو تولي خير.,One tries to ignore and turn a blind eye to many things happening in their life just because they hope things will get better and their life will improve.,1 يحاول يغفل ويخلي عينيه مغمضين على بزاف صوالح راهم صاريين في حياته غير على جال يظن بلي الأمور راح تتحسن وحياته راح تولي خير.,1. One tries to ignore and close their eyes to many things happening in their life just because they hope things will improve and their life will be better.,47.92063068894105,80.17936430985871
5092,قصتها,Her story,ڨاع حكايتها,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,19.21999693063229,0.0
31941,قاع نعرفو بلي شاطرين في نديرو 'الديار' تاع قش رمضان، ناكلو واش نحبو في السمانة اللولة، ومن بعد نوليو للمأكولات البسيطة. ما تقطعيش الخضرة صغيرة بزاف، سينو تولي كي العجينة. كي يطيب، لازم يجي زبدة وبنين، كلش مخلط مع بعض.,"We all know we're great at making savings groups for Ramadan supplies, eating whatever we want in the first week, then switching to simple foods after that. Don't cut the vegetables too small, or they'll turn mushy. When cooked, it should be butter-soft and delicious, all mixed together.",ڨاع نعرفو بلي رانا هايلين في دراهم رمضان، ناكلو واش نحبو في السمانة الأولى، ومن بعد نبدلو للمأكولات البسيطة. ما تقطعش الخضرة صغار بزاف، ولا تولي طرية. كي تطيب، تكون طرية كيما السمن، وبنينة، معمرة كامل.,"100% we know that we're good at making Ramadan's Qeshta, eating whatever we want on the first week, and then moving to simple food. Don't cut the vegetables too small, otherwise it will turn out like dough. When it's cooked, it should be buttery and delicious, everything mixed together.",48.24646782945645,61.29795192468571
10134,كاين حاجة لفتت انتباهي في حكاية الجناين، وهي بلي هاد الراجل بزاف شرير.,"There's something that caught my attention in the gardens story, which is that this man is really bad.",ڨاع كاين حاجة لفتت انتباهي في قصة الجنان، وهي بلي هاد الراجل عيان بزاف.,"1 thing caught my attention in the story of the gardens, and that's that this man is very evil.",68.31996332537405,56.63096679684648
13233,طبعاً هاد الشخص صعيب بزاف باش تتعامل معاه، واش راح نقول عليه كاع؟,"Of course this guy is really hard to deal with, what can I even say about him?",ڨاع هاد السيد صعيب بزاف باش تتعامل معاه، واش نقدر نقول عليه؟,"100% this person is very difficult to deal with, what can I say about him?",60.12558179255144,53.79054362622438
28180,لا، عمر هو اللي راه يعاوني. وين راه عمي عمر؟ عمر، عمر، عمر، هاهو عمر بالشوارب الشابين. واش راك يا عمر؟ كنت معاه قبل الشوارب ولا بعد الشوارب؟ لا، راني معاه من البداية. واش قريت؟ قريت سياحة وفنادق. أوه، سياحة وفنادق كيف كيف. راك فرحان بالخدمة معاه؟ طبعاً، نحسها مليحة. إيه، مليحة. وشكون ثاني يعاون، غير أنتوما الزوج؟ إيه، غير حنا الزوج. تشرفنا يا عمر، وبالسلامة. تشرفت بمعرفتك. اوكي، عرفنا بنفسك يا عزيزي. أنا محمود موافي، 28 سنة، ليسانس سياحة وفنادق، قسم إرشاد سياحي. فتحت الحانوت ديالك شوية في م... هادي هي الحاجة المليحة، شابة بزاف، يعني، ماكلة جزائرية بنينة، كلش يشهي. تشرفت بمعرفتك يا عزيزي. الشرف ليا. نتمنى ما تكونش عدنان.,"No, Omar is the one helping me. Where is Uncle Omar? Omar, Omar, Omar, here is Omar with the nice mustache. How are you, Omar? Were you with him before the mustache or after the mustache? No, I've been with him from the beginning. What did you graduate in? I studied Tourism and Hotels. Oh, Tourism and Hotels are the same. Are you happy with what you're doing with him? Of course, I feel it's good. Yes, it's good. And who else helps, is it just you two? Yes, just the two of us. Nice to meet you, Omar, and goodbye. I’m honored to have met you. Okay, introduce yourself to us, dear. I'm Mahmoud Mowafi, 28 years old, Bachelor of Tourism and Hotels, Tourist Guidance Department. You've opened your shop a bit in M... That’s the nice thing, really beautiful, I mean, nice Algerian, delicious food, everything is appetizing. I’m honored to meet you, dear. The honor is mine. I hope you're not Adnan.",ﻻ، عمر هو اللي راه يعاوني. وين راه عمي عمر؟ عمر، عمر، عمر، ها هو عمر باللحية الشابة. واش راك يا عمر؟ كنت معاك قبل اللحية ولا بعد اللحية؟ ﻻ، راني معاك من البداية. واش تخرجت؟ قريت السياحة والفنادق. أوه، السياحة والفنادق كيف كيف. راك فرحان واش راك دير معاه؟ طبعاً، راني حاس بلي مليح. إيه، مليح. وشكون تاني اللي يعاون، غير ن,"No, Omar is the one helping me. Where is Uncle Omar? Omar, Omar, Omar, here's Omar with the nice mustache. How are you, Omar? Were you with him before the mustache or after the mustache? No, I've been with him since the beginning. What did you study? I studied tourism and hotels. Oh, tourism and hotels together. Are you happy with the work with him? Of course, I feel good about it. Yes, good. And who else helps, just you two? Yes, just the two of us. We're honored, Omar, and goodbye",36.36552276684457,50.23705040833797
49043,المشروع ما جاش بالصدفة. تعرف واش اللي كان صدفة؟ هي بلي الحماس تاعنا كان طالع في البدية، ومن بعد دخلنا في الروتين. بصح لالا، هاد السيد راه يخدم بزاف وراه مطمنني. خليني نقولك حاجة: عندنا ماتشات كبار في الرهان، وراح نربحوهم كامل، ما راحش نخسرو.,"The project wasn't a coincidence. You know what was a coincidence? It was that our motivation was high at the start, but then we fell into a routine. But no, this guy is really working hard and I feel very reassured. Let me tell you something: we're going to have big matches in the bet, and we'll win them all—we won't lose.",ڨاع هادشي ماشي صدفة. تعرف واش كان صدفة؟ بلي الموتيفاسيون تاعنا كانت عالية في البداية، بصح من بعد طحنا في روتين. بصح لا، هاد السيد راه يخدم بزاف وحسيت روحي مرتاح بزاف. خليني نقولك حاجة: راح يكون عندنا ماتشوات كبار في الميساج، وراح نربحوهم كامل - ما راحش نخسرو.,"100% of the project wasn't accidental. Do you know what was accidental? It was that our enthusiasm was high at first, then we got into a routine. But no, this guy is working hard and he's reassuring me. Let me tell you something: we have big matches in betting, and we'll win them all, we won't lose.",56.95685357393475,64.32252241344979
42649,في الحقيقة، قبل كلش، هاد الشي هايل بزاف.,"Actually, first of all, this is very good.",ڨاع، في الحقيقة، قبل كلش، هادي حاجة مليحة بزاف.,"1st of all, this is really great.",63.106044049746565,46.55224822090473
24683,علمتني ثاني حاجة مليحة: عندي كيكة معايا، وراح نخرجها في اللخر بعد ما نكمل ندير العجينة.,"She also taught me something nice: I have a cake with me, and I'll bring it out at the end after I finish making the pastry.",ڨالتلي حاجة مليحة تاني: عندي كاطو معايا، وراح نجبدوها في اللخر بعد ما نكمل نخدم العجينة.,"1. It also taught me something good: I have a cake with me, and I'll take it out at the end after I finish making the dough.",61.63055000528701,77.05696569060837
12594,على هاداك راهم يغاروا مني على جالك يا الشيخ. واش راح نديرو؟ نورمال، ديما رانا معرضين لهجمات من أعداء النجاح.,"That's why they envy me because of you, sir. What can we do? It's normal, we're always exposed to attacks from the enemies of success.",على بيها راهم يغاروا مني على جالكم يا سيدي. واش نقدروا نديروا؟ حاجة عادية، ديما رانا معرضين للهجمات من أعداء النجاح.,"100% they're jealous of me because of you, sir. What are we going to do? Of course, we're always exposed to attacks from the enemies of success.",62.03900903388955,69.11702309258413
25219,في الأخير، عجبني الحال كي أرتيتا بدا يريح كاي هافيرتز، باسكو راهو ماشي في حالتو هاد الأيام وماشي هو كاي هافيرتز اللي نعرفوه. عطالو فرصة اليوم، وصح ما دارش ماتش مثالي، بصح لازم تزيد تشركو. لازم تعطي لواحد يخلص 250 ألف دينار في السمانة فرص أكثر ووقت لعب، وأكيد الأهداف راح تجي. يحتاج برك هدف واحد، وان شاء الله الأمور تبدا تتفتح عليه.,"In the end, I really liked that Arteta started giving Kai Havertz some rest, since he hasn’t been himself lately and hasn’t been the Kai Havertz we know. He gave him a chance today, and yes, he didn’t have the perfect match, but you need to involve him more. You should give someone who earns 250,000 Dinars a week more chances and playing time, and surely the goals will come. He just needs one goal, and hopefully things will start to open up for him.",ڨاع في الأخير، عجبني بزاف بلي أرتيتا بدا يعطي راحة لكاي هافيرتز، بما أنه ما راهش في أحسن أحوالو هاد الأيام وما راهش الكاي هافيرتز اللي نعرفوه. عطالو فرصة اليوم، وإيه، ما كانش الماتش المثالي، بصح لازم تدخل فيه كثر. لازم تعطي فرصة لأي واحد يربح 250 ألف دينار في السمانة فرصة وقت لعب كثر، وأكيد الأهداف راح تولي. راهو محتاج غير هدف,"100% I liked how Arteta started to rest Kai Havertz, because he's not in his best form these days and it's not the same Kai Havertz we know. He gave him a chance today, and he didn't really have a perfect match, but you need to give him more chances. You need to give someone who gets paid 250,000 dinars per week more chances and playing time, and definitely the goals will come. He just needs one goal, and hopefully things will start opening up for him.",53.80927171157984,65.58094638005016
25884,كامل الخير راه في دزاير عند علاء. كل حاجة تحبها راهي تما. هي مرا فحلة وعندها مبادئ. راهي واقفة بكروسة صغيرة. حبيت نبعث رسالة: علاء أم لربعة دراري، عندها 29 سنة، ورفدت المسؤولية. كامل نسا دزاير راهم يساندو فيها. على بيها رحت نساندها. ماكلة عدنان تساند كامل النسا الحراير كيما علاء. نتمنى تساندوها نتوما تاني. واش كاين دروك؟ راهي تما كل يوم. هي بزاف بزاف محترمة، ومنين عرفنا بلي بدات تخدم بكروستها، رانا نروحو لبلاصتها القديمة كل يوم.,"All the good stuff is in Algiers at Alaa's place. Everything you love is there. She's a respectable woman and has good principles. She stands with her small cart. I want to send a message: Alaa is a mother of four children, she's 29 years old, and she took on responsibility. All the women in Algiers support her. That's why I went to support her. Adnan's food supports all the honorable and respectable women like Alaa. I hope you support her too. What's the deal now? She's there every day. She's very, very respectable, and ever since we knew she started her cart, we've been going to her old spot every day.",ڨاع الحاجات الملاح راهم في دزاير عند علا. كلش اللي تحبو كاين تما. هي مرا محترمة وعندو مبادئ مليحة. راهي واقفة مع الكارط تاعها الصغير. حاب نبعث رسالة: علا أم لـ 4 ولاد، عندها 29 سنة، ودارت مسؤولية. ڨاع النساء في دزاير راهم يساندوها. على بيها رحت نساندها. ماكلة عدنان تساند كاع النساء المحترمات والمحترامات كيما علا. نتمنى تساندوها تاني,"100% good things are in Algiers with Ola. Everything you love is there. She's a strong woman with principles. She's standing with a small cart. I want to send a message: Ola is a mother of four children, 29 years old, and she took on responsibility. All the women of Algiers are supporting her. That's why I went to support her. Adnan's food supports all the respectable women like Ola. I hope you support her too. What's there now? She's there every day. She's very, very respectable, and since we",44.26264333545186,68.43557655675991
45897,راني حابك تسلم على كامل الناس.,I want you to say hi to everyone.,ڨاع حابك تقول سلام لكل الناس.,1 want you to greet everyone.,36.39170939660524,54.34807014347841
44064,يا رب، رانا رايحين نهدروا على هذا دروك، بصح قبل ما ندخلوا في هذا الموضوع، عندي سؤال، خاطر مستحيل نودعوا كريستيانو رونالدو والبرتغال بلا ما نهدروا على الفريق لي فاجئ الناس كامل ثاني كي أقصي اليوم.,"Oh Lord, we will talk about this now, but before we get into this topic, I have a question, because we absolutely cannot bid farewell to Cristiano Ronaldo and Portugal without talking about the team that also surprised everyone by being eliminated today.",ڨاع ربي، راح نهضرو على هاد الشي دروك، بصح قبل ما ندخلو في هاد الموضوع، عندي سؤال، خاطرش ما نقدرش نهضرو على كريستيانو رونالدو والبرتغال بلا ما نهضرو على الفريق اللي فاجأنا كامل كي خرجنا اليوم.,"0h Lord, we're going to talk about this now, but before we get into this topic, I have a question, because it's impossible to say goodbye to Cristiano Ronaldo and Portugal without mentioning the team that also surprised everyone today by being eliminated.",53.442062042300556,73.6490309500768
46718,هاها,Haha,ڨاع,哈哈,6.578947368421052,0.0
27039,يا ربي، تخايل واش يصرى كون كان فينيسيوس مع غوارديولا. يا جماعة، رانا في كابوس داخل كابوس. رانا لاباس، ورودري ما راهوش طايح، ماشي الكابوس اللي راكم تخايلوه يا جماعة. راح يدير فرق كبير، مهم بزاف يا جماعة. خطوة بخطوة، تستاهلوها نتوما تاني مع رودري.,"Oh God, imagine what would happen if Vinicius was with Guardiola. Guys, we're in a nightmare within a nightmare. We're okay, and Rodri isn't down—it's not the nightmare you think, guys. He'll make a big difference, very important, guys. Step by step, you deserve it too with Rodri.",ڨاع، تخيل واش راح يصرا لو كان فينيسيوس كان مع غوارديولا. يا جماعة، رانا في كابوس داخل كابوس. رانا لاباس، ورودي ما طاحش - ماشي الكابوس اللي راكم تخموه يا جماعة. راح يدير فرق كبير، مهم بزاف يا جماعة. خطوة بخطوة، تستاهلوها تاني مع رودي.,"0h Lord, imagine what would happen if Vinicius was with Guardiola. Guys, we're in a nightmare within a nightmare. We're fine, Rodri isn't falling, it's not the nightmare you're imagining, guys. He will make a huge difference, it's very important, guys. Step by step, you deserve it too with Rodri.",75.87246529074912,81.33815964888733
19700,يا لالة، علاش ما تهدئيش شوية؟ راكي تقولي هكا حتى بعد كلشي اللي حكيته لك؟ خلونا نرجعو للوراء في الوقت.,"Ma'am, why don't you calm down a bit? You're saying this even after everything I told you? Let's go back in time.",ڨاع، علاش ما تهدأيش شوية؟ راكي تقولي هكا حتى بعد كلش اللي قلتيهالي؟ خلينا نرجعو للور.,"<em>Hey lady, why don't you calm down a bit? You're telling me this even after everything I told you? Let's go back in time.</em>",55.423015404997464,83.0243965540942
47108,هي يا خو، راك حول.,"Hey man, you're cross-eyed.",ڨاع، راك متبعي.,"<em>Hey man, you're turning around.</em>",17.061193152873617,47.08197907421855
16828,كيفاش؟ ميرو راهو غير يهضر عليه، بصح صراحة البلاصة هايلة هايلة بزاف.,"What do you mean? Mero keeps talking about it, but honestly, the place is really, really amazing.",ڨاع واش تقصد؟ ميرو راهو غير يهدر عليها، بصح بصراحة، البلاصة هايلة بزاف بزاف.,"100%, Mero is just talking about it, but honestly, the place is really, really amazing.",57.89705563544466,74.09948379506112
18913,طبعاً، بلا شك. بالنسبة للتفاني وبما أنك الشخص الوحيد اللي راك مسير كاع المشاريع، وزيد المقاييس العالمية والجزائرية، متفقين مية بالمية بلي الأجر ديالك لازم يتماشى مع المعايير العالمية بالتمام، بدايتاً من النتيجة الصافية. هذا معناه بلي لازم يكون كاين اتفاق تسيير ونسبة معينة كأجرة تسيير تديها فوق الأرباح تاعك. إذا وافقت، أنا تاني راني رايح ننضم ليك ونعاونك مع كاع أطباء الأسنان، الأطباء الآخرين، أخصائيين التيجان، جراحي التجميل، وكاع الناس في هذا المجال. دروك، خليني نسقسيك – واش راح تعاوني نوسع في السوق الدولية؟ إيه بالطبع، حنا ما راح نأستثمرو حتى دراهم ولا نديرو أرباح حتى نعاونوك في هذا الشي. حنا أكيد راح نصرفو كتر من 6 ملايين دينار، متأكد. النقطة تاعي هي، بصراحة، كيما قال لي هو، بصح كنت نخمم بلي كي نبداو ندخلوا الربح، راني عارف مليح شحال هاد الطريق تسحق وشحال المصروف لازم باش تمشي بالخف. وزيد، كيما أكد محمد، إذا ما راكش رايح تستنى الربح باش تبدا تصرف، إذن كاع واش كاين في هذا المجال لازم يتحرك أسرع بكتير من المنافسين. ما تقدرش تستنى الربح، خاطر إذا تحركت لو كان بشوية على المنافسين، راح يقضيو عليك، ما راكش راح تلحق. لازم نديرو صفقات سريعة مع كاع الأطباء، نديرو صفقات سريعة مع كاع السبيطارات، ديرها برك. وزارة الصحة أصلاً جات لعندنا مؤخراً، عندهم سبيطارات في زرالدة وبلايص واحدخرين في الجزائر. راح نديرو ليك كتر بزاف، إن شاء الله، كتر بكتير. إذن، شرايك لو كان نطيحوها شوية، لـ 75%؟ اقترح عليا عرض مضاد، بصح من جهتي، إذا قلت لي عرض مضاد، ما رانيش رايح نقبل.,"Of course, no doubt. As for dedication and since you are the only person handling all the projects, as well as the global and Algerian benchmarks, we 100% agree that your compensation should match global standards exactly, starting from the bottom line. This means there should definitely be a management agreement and a certain percentage as a management fee that you take above your profits. If you agree, I’ll join them too and help you with all the dentists, other doctors, crown specialists, plastic surgeons, and everyone in this field. Now, let me ask – will you help me expand in the international market? Yes, of course, we won’t invest any money or generate profits till we help you with this. We’ll definitely spend more than 6 million dinars, for sure. My point is, well, actually, it’s just as he told me, but I was planning that when we start making a profit, I know exactly how much this path needs and how much spending is required to get it going quickly. Also, as Mohamed confirmed, if you’re not going to wait for profit to start spending, then everything in this field has to move much faster than competitors. You can’t wait for profit, because if you move even a bit slower than the competition, they’ll finish you off, you won’t keep up. We need to close quick deals with all the doctors, make quick deals with all the hospitals, just do it. The Ministry of Health actually approached us recently, they have hospitals in Ain El Turck and several places in Algeria. We’ll do much more for you, God willing, a lot more. So, how about we bring it down a bit, to 75%? Tell me a counter offer, but from my side, if you say counter, I won’t accept.",ڨاع، ما كاش شك. أما بخصوص التفرغ وبما أنك أنت الشخص الوحيد اللي راك تدير في كاع المشاريع، وزيد المعايير العالمية والجزائرية، رانا متفقين 100% بلي الأجر تاعك لازم يلحق المعايير العالمية بالظبط، ويبدا من السطر الأخير. هذا يعني لازم يكون كاين اتفاقية إدارة ونسبة معينة كعمولة إدارة تديها فوق الأرباح تاعك. إذا راك موافق، أنا تاني ندخل معاهم ونعاونك كاع الأطباء,، راني رايح نزيد 10 ملايين دينار، إذن راح نكون 10 ملايين دينار. إذن، واش راح تكون نسبة الأجرة؟ 10%؟ إيه، 10% من الأرباح. إذن، واش راح تكون نسبة الأجرة؟ 10% من الأرباح. إذن، واش راح تكون نسبة الأجرة؟ 10% من الأرباح. إذن، واش راح تكون نسبة الأجرة؟ 10% من الأرباح. إذن، واش راح تكون نسبة الأجرة؟,18.081829481777483,0.3868186005805652
4873,حتى واحد,Nobody,0,100%,0.0,0.0
45259,مثلا، شوقي ليك ساعات يبان بوضوح في عينيا.,"For example, my longing for you sometimes shows clearly in my eyes.",ڨاع، مثلاً، الشوق تاعي ليك يتبين بوضوح في عيني.,"100% of the time, my longing for you is clear in my eyes.",41.863496005986875,53.96835834765955
24929,طبعاً راح يديها، المهم، هاديك حاجة وحدة أخرى.,"Of course he'll take it, so anyway, that's something else.",ڨاع راح يديها، إذن على كل حال، هادي حاجة وحدة أخرى.,"Of course he will take it, anyway, that's something else.",55.763330050310465,81.05455320448274
43027,مانشستر يونايتد، ما خليناش نشوفوا أبعد من منظور الديربي خاطر رانا رايحين نوصلولو في آخر الحلقة، بصح خلينا نهدروا على وضعيتهم حتى لدروك. واش شفت واش جرا، وتقدر تتخيل واش كان راح يصرا لو كان تعادلوا صح مع كوبنهاغن وكانوا قريب يقصاو رسمياً من رابطة الأبطال؟,"Manchester United, let's not look beyond the derby perspective since we'll get to it at the end of the episode, but let's talk about their position so far. Did you see what happened, and can you imagine what would have happened if they had actually drawn with Copenhagen and were about to be officially eliminated from the Champions League?",<strong>مانشستر يونايتد، ما نشوفوش بعيد على الجانب تاع الديربي خاطر راح نلحقو ليه في آخر الحلقة، بصح خلونا نهضرو على وضعيتهم لحد الآن. شفتو واش صرا، وتخيلو واش كان راح يصرى لو كان تعادلو صح مع كوبنهاغن وكانو قريب يتخرجوا رسمياً من رابطة الأبطال؟</strong>,"<b>Manchester United, we won't look beyond the derby perspective because we'll get to them at the end of the episode, but let's talk about their situation until now. What I saw and what happened, and you can imagine what would have happened if they had actually drawn with Copenhagen and were close to officially being eliminated from the Champions League?</b>",53.37500125916278,75.75965048724079
19063,هذه شهادة تقديردييتها على أساس إنك الأول في الجمال والحلاوة.,هذه شهادة تقدير دييتها على أساس إنك الأول في الجمال والحلاوة.,ڨاع هاد الشهادات دييتهم على أساس بلي راك الأول في الجمال والحلاوة.,100% this is a certificate of appreciation for you because you are the first in beauty and sweetness.,59.964539853449914,1.1361366360367557
43457,كأس العالم في أي شهر جاي؟,Which month is the World Cup in?,ڨاع في أي شهر راهو كاس العالم؟,2026 World Cup in which month?,48.54807429643378,56.68275145118569
15674,آ، واحد,"Ah, one",1,"1, one",0.0,48.19739952718676
33826,قضاو عليه وقدموه قربان للآلهة.,They finished him off and sacrificed him to the gods.,ڨطعوه وذبحوه للآلهة.,"1000 years ago, he was sacrificed and offered as a sacrifice to the gods.",26.887328160122166,41.07056476100822
